car_id,customer_name,gender,annual_income,dealer_name,company,model,engine,transmission,color,price_usd,dealer_no,body_style,phone,dealer_region,sale_date,sale_month,sale_day,sale_year
C_CND_009756,Lena,Male,13500,"C & M Motors Inc",Mitsubishi,"Montero Sport","Overhead Camshaft",Manual,"Pale White",29000,60504-7114,Hardtop,6486577,Aurora,2022-12-12,12,12,2022
C_CND_011356,Justin,Male,575000,"C & M Motors Inc",Lexus,LX470,"Overhead Camshaft",Manual,"Pale White",54000,60504-7114,SUV,6503699,Aurora,2023-02-16,2,16,2023
C_CND_014530,Jordan,Male,1189000,"C & M Motors Inc",Mitsubishi,Diamante,"Double  Overhead Camshaft",Auto,Black,18900,60504-7114,Hatchback,6507478,Aurora,2023-06-06,6,6,2023
C_CND_005750,Aubree,Male,13500,"C & M Motors Inc",Subaru,Outback,"Double  Overhead Camshaft",Auto,"Pale White",19000,60504-7114,SUV,6518291,Janesville,2022-09-16,9,16,2022
C_CND_022278,Hemaveda,Male,13500,"C & M Motors Inc",Oldsmobile,Aurora,"Overhead Camshaft",Manual,Red,34000,60504-7114,Passenger,6519202,Pasco,2023-12-03,12,3,2023
C_CND_008531,Wendy,Male,700000,"C & M Motors Inc",Pontiac,"Grand Am","Double  Overhead Camshaft",Auto,"Pale White",12000,60504-7114,SUV,6519592,Austin,2022-11-21,11,21,2022
C_CND_021441,Damien,Male,1320000,"C & M Motors Inc",Mercury,Mountaineer,"Overhead Camshaft",Manual,"Pale White",21000,60504-7114,Hardtop,6523281,Greenville,2023-11-21,11,21,2023
C_CND_020979,Nicolas,Male,830000,"C & M Motors Inc",Chrysler,Cirrus,"Double  Overhead Camshaft",Auto,"Pale White",12000,60504-7114,Passenger,6526126,Aurora,2023-11-13,11,13,2023
C_CND_001141,Angelina,Male,646500,"C & M Motors Inc",BMW,528i,"Double  Overhead Camshaft",Auto,"Pale White",62500,60504-7114,SUV,6526410,Aurora,2022-03-22,3,22,2022
C_CND_016577,Janelle,Male,477500,"C & M Motors Inc",Oldsmobile,Silhouette,"Overhead Camshaft",Manual,"Pale White",25501,60504-7114,Sedan,6528882,Aurora,2023-08-09,8,9,2023
C_CND_000138,Jade,Male,441000,"C & M Motors Inc",Dodge,Intrepid,"Overhead Camshaft",Manual,Black,11000,60504-7114,Sedan,6536878,Aurora,2022-01-12,1,12,2022
C_CND_018713,Henry,Male,1676000,"C & M Motors Inc",Mercury,Sable,"Double  Overhead Camshaft",Auto,Red,39600,60504-7114,Sedan,6542604,Aurora,2023-09-22,9,22,2023
C_CND_010223,Christian,Female,2127000,"C & M Motors Inc",Chevrolet,Cavalier,"Overhead Camshaft",Manual,"Pale White",20700,60504-7114,SUV,6545841,Aurora,2022-12-22,12,22,2022
C_CND_008313,Antonio,Male,400000,"C & M Motors Inc",Honda,Passport,"Overhead Camshaft",Manual,"Pale White",13000,60504-7114,Hatchback,6549845,Aurora,2022-11-20,11,20,2022
C_CND_016163,Nicolas,Male,1095000,"C & M Motors Inc",Plymouth,Voyager,"Overhead Camshaft",Manual,"Pale White",20501,60504-7114,Passenger,6551618,Aurora,2023-07-23,7,23,2023
C_CND_021009,Allison,Male,450000,"C & M Motors Inc",Lexus,ES300,"Double  Overhead Camshaft",Auto,"Pale White",27000,60504-7114,SUV,6554481,Aurora,2023-11-13,11,13,2023
C_CND_006293,Jocelyn,Male,13500,"C & M Motors Inc",Volkswagen,Jetta,"Overhead Camshaft",Manual,"Pale White",24000,60504-7114,Passenger,6555365,Aurora,2022-09-25,9,25,2022
C_CND_011077,Shloimy,Male,1001000,"C & M Motors Inc",Chevrolet,Impala,"Double  Overhead Camshaft",Auto,Black,21100,60504-7114,Hatchback,6562507,Aurora,2023-01-30,1,30,2023
C_CND_008778,Nathan,Male,370000,"C & M Motors Inc",Volkswagen,Cabrio,"Double  Overhead Camshaft",Auto,Black,16001,60504-7114,Sedan,6583974,Aurora,2022-11-27,11,27,2022
C_CND_008857,Fabien,Male,1330000,"C & M Motors Inc",Saturn,SC,"Double  Overhead Camshaft",Auto,Black,33001,60504-7114,Hardtop,6587982,Aurora,2022-11-28,11,28,2022
C_CND_014089,Antoine,Male,740000,"C & M Motors Inc",Mitsubishi,3000GT,"Overhead Camshaft",Manual,"Pale White",21001,60504-7114,Sedan,6591510,Austin,2023-05-26,5,26,2023
C_CND_014724,Kaden,Female,940000,"C & M Motors Inc",Jeep,Cherokee,"Double  Overhead Camshaft",Auto,"Pale White",14000,60504-7114,Sedan,6598499,Aurora,2023-06-12,6,12,2023
C_CND_013759,Lizbeth,Female,13500,"C & M Motors Inc",Chevrolet,Prizm,"Overhead Camshaft",Manual,"Pale White",21000,60504-7114,Hardtop,6608671,Aurora,2023-05-17,5,17,2023
C_CND_001523,Erika,Male,13500,"C & M Motors Inc",Dodge,"Ram Pickup","Double  Overhead Camshaft",Auto,"Pale White",45000,60504-7114,Hatchback,6612385,Aurora,2022-04-07,4,7,2022
C_CND_021790,Paul,Female,540000,"C & M Motors Inc",Acura,TL,"Double  Overhead Camshaft",Auto,"Pale White",16000,60504-7114,Hatchback,6613131,Aurora,2023-11-26,11,26,2023
C_CND_008001,Alter,Male,770000,"C & M Motors Inc",Toyota,Tacoma,"Overhead Camshaft",Manual,Black,36001,60504-7114,Hardtop,6613335,Aurora,2022-11-13,11,13,2022
C_CND_008625,Leo,Male,2725000,"C & M Motors Inc",Mercedes-B,C-Class,"Double  Overhead Camshaft",Auto,Red,15501,60504-7114,Hatchback,6626786,Aurora,2022-11-23,11,23,2022
C_CND_011485,Dylan,Female,300000,"C & M Motors Inc",Chevrolet,Camaro,"Double  Overhead Camshaft",Auto,Black,41000,60504-7114,Sedan,6627949,Aurora,2023-02-22,2,22,2023
C_CND_009355,Brody,Male,580000,"C & M Motors Inc",BMW,528i,"Overhead Camshaft",Manual,Red,29001,60504-7114,SUV,6629394,Aurora,2022-12-06,12,6,2022
C_CND_021113,Marie-Amelie,Male,13500,"C & M Motors Inc",Oldsmobile,Cutlass,"Double  Overhead Camshaft",Auto,"Pale White",41001,60504-7114,Sedan,6630044,Aurora,2023-11-15,11,15,2023
C_CND_006988,Faith,Male,965000,"C & M Motors Inc",Lexus,LS400,"Double  Overhead Camshaft",Auto,"Pale White",27000,60504-7114,Sedan,6638497,Aurora,2022-10-18,10,18,2022
C_CND_017149,Liana,Male,13500,"C & M Motors Inc",Chrysler,LHS,"Double  Overhead Camshaft",Auto,"Pale White",20000,60504-7114,Hatchback,6645172,Aurora,2023-08-27,8,27,2023
C_CND_004433,Chana,Female,1101000,"C & M Motors Inc",Oldsmobile,Intrigue,"Double  Overhead Camshaft",Auto,"Pale White",45100,60504-7114,SUV,6672292,Aurora,2022-08-08,8,8,2022
C_CND_007917,Owen,Male,930000,"C & M Motors Inc",Saturn,LS,"Double  Overhead Camshaft",Auto,"Pale White",45001,60504-7114,Sedan,6681306,Aurora,2022-11-12,11,12,2022
C_CND_014734,Maurice,Male,575000,"C & M Motors Inc",Mercedes-B,S-Class,"Overhead Camshaft",Manual,"Pale White",21000,60504-7114,SUV,6683384,Aurora,2023-06-12,6,12,2023
C_CND_017758,Maliyah,Male,1080000,"C & M Motors Inc",Pontiac,Firebird,"Overhead Camshaft",Manual,Black,43000,60504-7114,SUV,6689722,Janesville,2023-09-05,9,5,2023
C_CND_000885,Sofia,Male,1532000,"C & M Motors Inc",Buick,"Park Avenue","Overhead Camshaft",Manual,"Pale White",45200,60504-7114,Hatchback,6690653,Aurora,2022-03-13,3,13,2022
C_CND_001370,Jacob,Male,3100000,"C & M Motors Inc",Cadillac,Eldorado,"Double  Overhead Camshaft",Auto,Red,31000,60504-7114,Passenger,6693399,Greenville,2022-04-02,4,2,2022
C_CND_023482,Boruch,Male,590000,"C & M Motors Inc",Mitsubishi,Diamante,"Overhead Camshaft",Manual,Black,49000,60504-7114,Hatchback,6697191,Aurora,2023-12-25,12,25,2023
C_CND_013317,Quentin,Male,2720000,"C & M Motors Inc",Chrysler,LHS,"Double  Overhead Camshaft",Auto,Black,26001,60504-7114,Hatchback,6703045,Aurora,2023-05-03,5,3,2023
C_CND_015695,Olive,Male,439000,"C & M Motors Inc",Honda,CR-V,"Double  Overhead Camshaft",Auto,"Pale White",12001,60504-7114,SUV,6722883,Austin,2023-07-12,7,12,2023
C_CND_009474,Christopher,Male,1360000,"C & M Motors Inc",Jeep,Wrangler,"Overhead Camshaft",Manual,"Pale White",13000,60504-7114,Hatchback,6724162,Austin,2022-12-07,12,7,2022
C_CND_020542,Jordan,Male,2775000,"C & M Motors Inc",Mitsubishi,Diamante,"Overhead Camshaft",Manual,Black,22500,60504-7114,Hatchback,6724940,Aurora,2023-11-07,11,7,2023
C_CND_001564,Keith,Male,990000,"C & M Motors Inc",Mercury,Cougar,"Overhead Camshaft",Manual,"Pale White",28000,60504-7114,Hatchback,6729507,Pasco,2022-04-10,4,10,2022
C_CND_003471,Lauren,Male,707000,"C & M Motors Inc",Chevrolet,"Monte Carlo","Overhead Camshaft",Manual,"Pale White",26000,60504-7114,Hatchback,6732676,Aurora,2022-06-25,6,25,2022
C_CND_015892,Mark,Male,1155000,"C & M Motors Inc",Lexus,LS400,"Overhead Camshaft",Manual,"Pale White",13500,60504-7114,Sedan,6752705,Aurora,2023-07-17,7,17,2023
C_CND_020042,Lauryne,Female,1910000,"C & M Motors Inc",Ford,Windstar,"Double  Overhead Camshaft",Auto,"Pale White",31000,60504-7114,Sedan,6760957,Austin,2023-10-28,10,28,2023
C_CND_007276,Dovid,Male,1100000,"C & M Motors Inc",Saab,3-Sep,"Double  Overhead Camshaft",Auto,Red,69000,60504-7114,Sedan,6766741,Aurora,2022-10-29,10,29,2022
C_CND_003761,Dwayne,Male,670000,"C & M Motors Inc",Buick,Regal,"Double  Overhead Camshaft",Auto,"Pale White",46000,60504-7114,Passenger,6769402,Aurora,2022-07-09,7,9,2022
C_CND_012995,Zahara,Male,905000,"C & M Motors Inc",Lincoln,Continental,"Overhead Camshaft",Manual,Black,42000,60504-7114,Passenger,6786680,Aurora,2023-04-19,4,19,2023
C_CND_001909,Leah,Male,670000,"C & M Motors Inc",Mercury,Mystique,"Double  Overhead Camshaft",Auto,Black,9000,60504-7114,Passenger,6793184,Aurora,2022-04-20,4,20,2022
C_CND_013340,Anthea,Female,668400,"C & M Motors Inc",Toyota,Tacoma,"Overhead Camshaft",Manual,Black,36401,60504-7114,Hardtop,6793623,Aurora,2023-05-03,5,3,2023
C_CND_019681,Aileen,Male,1286000,"C & M Motors Inc",Infiniti,I30,"Double  Overhead Camshaft",Auto,"Pale White",51601,60504-7114,Hardtop,6793888,Aurora,2023-10-18,10,18,2023
C_CND_015236,Lea,Male,13500,"C & M Motors Inc",Mercedes-B,CL500,"Overhead Camshaft",Manual,"Pale White",29001,60504-7114,SUV,6795257,Aurora,2023-06-26,6,26,2023
C_CND_017353,Poppy,Male,885000,"C & M Motors Inc",BMW,323i,"Double  Overhead Camshaft",Auto,Black,9000,60504-7114,Hatchback,6803387,Aurora,2023-09-01,9,1,2023
C_CND_004930,Manon,Female,510000,"C & M Motors Inc",Mercedes-B,S-Class,"Double  Overhead Camshaft",Auto,Black,39000,60504-7114,SUV,6811988,Aurora,2022-08-24,8,24,2022
C_CND_008897,James,Male,985000,"C & M Motors Inc",Saturn,LS,"Double  Overhead Camshaft",Auto,Red,24000,60504-7114,Sedan,6818745,Aurora,2022-11-29,11,29,2022
C_CND_021344,Ariel,Male,1155000,"C & M Motors Inc",BMW,323i,"Double  Overhead Camshaft",Auto,Black,9500,60504-7114,Hatchback,6822414,Aurora,2023-11-20,11,20,2023
C_CND_013394,Carolina,Male,13500,"C & M Motors Inc",Lexus,LX470,"Overhead Camshaft",Manual,"Pale White",54000,60504-7114,SUV,6828960,Aurora,2023-05-05,5,5,2023
C_CND_021895,Lucie,Female,587000,"C & M Motors Inc",Mercury,Cougar,"Double  Overhead Camshaft",Auto,Black,26000,60504-7114,Hatchback,6829296,Janesville,2023-11-27,11,27,2023
C_CND_018507,Eduardo,Male,13500,"C & M Motors Inc",Plymouth,Voyager,"Overhead Camshaft",Manual,Red,20001,60504-7114,Passenger,6834311,Aurora,2023-09-18,9,18,2023
C_CND_022422,Mael,Male,945800,"C & M Motors Inc",Lincoln,Navigator,"Double  Overhead Camshaft",Auto,Black,19801,60504-7114,Sedan,6834374,Aurora,2023-12-06,12,6,2023
C_CND_019210,Frimet,Male,310000,"C & M Motors Inc",Jeep,"Grand Cherokee","Overhead Camshaft",Manual,Red,21000,60504-7114,SUV,6837599,Middletown,2023-10-02,10,2,2023
C_CND_011458,Valeria,Female,1870000,"C & M Motors Inc",Mitsubishi,Diamante,"Overhead Camshaft",Manual,Black,49001,60504-7114,Hatchback,6839368,Aurora,2023-02-21,2,21,2023
C_CND_020641,Fiona,Female,648500,"C & M Motors Inc",Plymouth,Voyager,"Double  Overhead Camshaft",Auto,"Pale White",22501,60504-7114,Passenger,6842421,Aurora,2023-11-10,11,10,2023
C_CND_009380,Axel,Male,500000,"C & M Motors Inc",Mitsubishi,"Montero Sport","Double  Overhead Camshaft",Auto,Black,45000,60504-7114,Hardtop,6843887,Aurora,2022-12-06,12,6,2022
C_CND_004707,Bryan,Male,3000000,"C & M Motors Inc",Mitsubishi,Eclipse,"Double  Overhead Camshaft",Auto,Black,27000,60504-7114,SUV,6843996,Aurora,2022-08-17,8,17,2022
C_CND_021910,Ibrahim,Male,1920000,"C & M Motors Inc",Lexus,LS400,"Double  Overhead Camshaft",Auto,"Pale White",27000,60504-7114,Sedan,6844698,Aurora,2023-11-28,11,28,2023
C_CND_000002,Gia,Male,1480000,"C & M Motors Inc",Dodge,Durango,"Double  Overhead Camshaft",Auto,Black,19000,60504-7114,SUV,6848189,Aurora,2022-01-02,1,2,2022
C_CND_023435,Lorazine,Male,575000,"C & M Motors Inc",Saturn,LW,"Double  Overhead Camshaft",Auto,"Pale White",18000,60504-7114,Hatchback,6848308,Pasco,2023-12-23,12,23,2023
C_CND_003676,Katelyn,Male,1440000,"C & M Motors Inc",Lexus,GS300,"Overhead Camshaft",Manual,Red,17000,60504-7114,Passenger,6851294,Aurora,2022-07-04,7,4,2022
C_CND_006135,Jean,Male,815000,"C & M Motors Inc",Volvo,S80,"Overhead Camshaft",Manual,"Pale White",25000,60504-7114,Sedan,6854355,Aurora,2022-09-22,9,22,2022
C_CND_011851,Lillian,Male,13500,"C & M Motors Inc",Honda,Accord,"Overhead Camshaft",Manual,Red,14000,60504-7114,Sedan,6871955,Aurora,2023-03-11,3,11,2023
C_CND_002426,Sara,Male,467000,"C & M Motors Inc",Nissan,Maxima,"Overhead Camshaft",Manual,"Pale White",54000,60504-7114,Sedan,6874736,Aurora,2022-05-13,5,13,2022
C_CND_013055,Destiny,Female,13500,"C & M Motors Inc",Buick,Regal,"Double  Overhead Camshaft",Auto,Black,19000,60504-7114,Passenger,6885171,Aurora,2023-04-22,4,22,2023
C_CND_010696,Matthew,Male,715000,"C & M Motors Inc",Saturn,LW,"Overhead Camshaft",Manual,"Pale White",13000,60504-7114,Hatchback,6886126,Aurora,2023-01-04,1,4,2023
C_CND_022592,Cannelle,Male,915000,"C & M Motors Inc",Acura,RL,"Double  Overhead Camshaft",Auto,Black,24001,60504-7114,SUV,6895058,Aurora,2023-12-09,12,9,2023
C_CND_006920,Elena,Female,555000,"C & M Motors Inc",Saturn,SL,"Double  Overhead Camshaft",Auto,"Pale White",20000,60504-7114,SUV,6895583,Austin,2022-10-12,10,12,2022
C_CND_013216,Nolan,Female,13500,"C & M Motors Inc",Saturn,SC,"Overhead Camshaft",Manual,"Pale White",61001,60504-7114,Hardtop,6907827,Aurora,2023-04-30,4,30,2023
C_CND_011931,Liv,Male,1285000,"C & M Motors Inc",Subaru,Forester,"Double  Overhead Camshaft",Auto,Black,22500,60504-7114,Hardtop,6915066,Aurora,2023-03-13,3,13,2023
C_CND_004985,Lara,Male,955000,"C & M Motors Inc",Dodge,Caravan,"Double  Overhead Camshaft",Auto,Black,23000,60504-7114,SUV,6919612,Aurora,2022-08-27,8,27,2022
C_CND_000571,Logan,Female,1100000,"C & M Motors Inc",Dodge,Caravan,"Double  Overhead Camshaft",Auto,"Pale White",19000,60504-7114,Hatchback,6926317,Aurora,2022-02-21,2,21,2022
C_CND_003523,Romain,Male,891000,"C & M Motors Inc",Chevrolet,Malibu,"Double  Overhead Camshaft",Auto,Red,21001,60504-7114,Hardtop,6930680,Aurora,2022-06-26,6,26,2022
C_CND_014835,Sloane,Male,380000,"C & M Motors Inc",Honda,Passport,"Overhead Camshaft",Manual,"Pale White",27000,60504-7114,Hardtop,6934063,Aurora,2023-06-14,6,14,2023
C_CND_006912,Lea,Male,807500,"C & M Motors Inc",Mercury,Mountaineer,"Double  Overhead Camshaft",Auto,"Pale White",21500,60504-7114,Hardtop,6944766,Aurora,2022-10-12,10,12,2022
C_CND_019079,Logan,Male,340000,"C & M Motors Inc",Mercedes-B,SLK,"Overhead Camshaft",Manual,"Pale White",57000,60504-7114,Passenger,6948485,Aurora,2023-09-28,9,28,2023
C_CND_012811,Perel,Female,530000,"C & M Motors Inc",Hyundai,Accent,"Overhead Camshaft",Manual,Black,18000,60504-7114,Hatchback,6953023,Aurora,2023-04-15,4,15,2023
C_CND_010356,Benjamin,Male,705000,"C & M Motors Inc",Chrysler,Concorde,"Double  Overhead Camshaft",Auto,"Pale White",42000,60504-7114,Hardtop,6954298,Aurora,2022-12-25,12,25,2022
C_CND_010146,Conor,Male,500000,"C & M Motors Inc",Mitsubishi,Diamante,"Double  Overhead Camshaft",Auto,Black,17000,60504-7114,Hatchback,6954781,Aurora,2022-12-20,12,20,2022
C_CND_006125,Eileen,Male,1515000,"C & M Motors Inc",Saturn,LW,"Overhead Camshaft",Manual,"Pale White",49500,60504-7114,Hatchback,6956240,Aurora,2022-09-22,9,22,2022
C_CND_017435,Louise,Female,600000,"C & M Motors Inc",Nissan,Quest,"Double  Overhead Camshaft",Auto,"Pale White",32001,60504-7114,SUV,6958536,Aurora,2023-09-02,9,2,2023
C_CND_012146,Allison,Male,1505000,"C & M Motors Inc",Mercury,Villager,"Overhead Camshaft",Manual,"Pale White",14500,60504-7114,Passenger,6960544,Aurora,2023-03-20,3,20,2023
C_CND_019632,Andrew,Female,13500,"C & M Motors Inc",Dodge,Dakota,"Double  Overhead Camshaft",Auto,"Pale White",21000,60504-7114,Sedan,6967104,Aurora,2023-10-15,10,15,2023
C_CND_007052,Juitette,Male,790000,"C & M Motors Inc",Mercedes-B,SL-Class,"Overhead Camshaft",Manual,"Pale White",26000,60504-7114,Hardtop,6975582,Aurora,2022-10-20,10,20,2022
C_CND_010218,Alexis,Male,1225000,"C & M Motors Inc",Volkswagen,GTI,"Double  Overhead Camshaft",Auto,"Pale White",25500,60504-7114,SUV,6979288,Middletown,2022-12-21,12,21,2022
C_CND_023812,Benjamin,Female,1610000,"C & M Motors Inc",Plymouth,Neon,"Double  Overhead Camshaft",Auto,"Pale White",27000,60504-7114,SUV,6982280,Pasco,2023-12-29,12,29,2023
C_CND_022334,Romain,Male,13500,"C & M Motors Inc",Mitsubishi,Eclipse,"Double  Overhead Camshaft",Auto,Black,27001,60504-7114,Hardtop,6992406,Austin,2023-12-04,12,4,2023
C_CND_017462,Piper,Male,650000,"C & M Motors Inc",Chrysler,300M,"Double  Overhead Camshaft",Auto,"Pale White",16000,60504-7114,SUV,6992806,Aurora,2023-09-02,9,2,2023
C_CND_013519,Eileen,Male,1112000,"C & M Motors Inc",Chevrolet,Prizm,"Overhead Camshaft",Manual,Red,21200,60504-7114,Hardtop,6993287,Janesville,2023-05-08,5,8,2023
C_CND_003098,Hazel,Male,1330000,"C & M Motors Inc",Honda,Accord,"Double  Overhead Camshaft",Auto,"Pale White",19001,60504-7114,Sedan,6994132,Aurora,2022-06-11,6,11,2022
C_CND_008986,Zainab,Male,1400000,"C & M Motors Inc",Ford,Mustang,"Overhead Camshaft",Manual,Red,25001,60504-7114,Hatchback,6995838,Aurora,2022-11-30,11,30,2022
C_CND_012052,Zain,Male,956000,"C & M Motors Inc",Plymouth,Voyager,"Overhead Camshaft",Manual,Red,20000,60504-7114,Passenger,6998270,Aurora,2023-03-15,3,15,2023
C_CND_007280,Gael,Female,13500,"C & M Motors Inc",Saturn,LW,"Overhead Camshaft",Manual,Red,49000,60504-7114,Hatchback,6999708,Janesville,2022-10-29,10,29,2022
C_CND_001192,Christopher,Male,845000,"C & M Motors Inc",Pontiac,Sunfire,"Overhead Camshaft",Manual,Red,43000,60504-7114,Sedan,7001840,Greenville,2022-03-23,3,23,2022
C_CND_022473,Hanna,Male,445000,"C & M Motors Inc",Audi,A6,"Double  Overhead Camshaft",Auto,Black,27000,60504-7114,SUV,7002163,Aurora,2023-12-06,12,6,2023
C_CND_015723,Jonathan,Male,600000,"C & M Motors Inc",Volvo,S40,"Overhead Camshaft",Manual,"Pale White",22000,60504-7114,Sedan,7012248,Aurora,2023-07-14,7,14,2023
C_CND_016033,Sadie,Male,1055000,"C & M Motors Inc",Porsche,Boxter,"Overhead Camshaft",Manual,"Pale White",24500,60504-7114,SUV,7014771,Aurora,2023-07-19,7,19,2023
C_CND_012032,Tanisha,Male,2425000,"C & M Motors Inc",Chevrolet,"Monte Carlo","Double  Overhead Camshaft",Auto,Red,21500,60504-7114,Hatchback,7030443,Aurora,2023-03-14,3,14,2023
C_CND_022375,Lea,Male,13500,"C & M Motors Inc",Oldsmobile,Silhouette,"Overhead Camshaft",Manual,Red,34000,60504-7114,Sedan,7031057,Aurora,2023-12-05,12,5,2023
C_CND_004424,Megan,Female,490000,"C & M Motors Inc",Toyota,Tacoma,"Overhead Camshaft",Manual,"Pale White",24000,60504-7114,Hardtop,7049489,Aurora,2022-08-08,8,8,2022
C_CND_015342,Dylan,Male,955000,"C & M Motors Inc",Jaguar,S-Type,"Overhead Camshaft",Manual,"Pale White",21000,60504-7114,Passenger,7058145,Aurora,2023-06-28,6,28,2023
C_CND_000951,Aaliyah,Male,13500,"C & M Motors Inc",Oldsmobile,Silhouette,"Double  Overhead Camshaft",Auto,Black,60000,60504-7114,Sedan,7066577,Aurora,2022-03-16,3,16,2022
C_CND_005462,Vicky,Male,1818000,"C & M Motors Inc",Oldsmobile,Silhouette,"Double  Overhead Camshaft",Auto,"Pale White",12801,60504-7114,Sedan,7068276,Aurora,2022-09-11,9,11,2022
C_CND_022034,Gauthier,Male,13500,"C & M Motors Inc",Dodge,Durango,"Overhead Camshaft",Manual,"Pale White",27000,60504-7114,SUV,7070678,Aurora,2023-12-01,12,1,2023
C_CND_000629,Richard,Male,670000,"C & M Motors Inc",Acura,RL,"Overhead Camshaft",Manual,"Pale White",17000,60504-7114,SUV,7074236,Aurora,2022-02-28,2,28,2022
C_CND_009218,Clemence,Female,618000,"C & M Motors Inc",Chrysler,Concorde,"Double  Overhead Camshaft",Auto,"Pale White",46000,60504-7114,Hardtop,7078487,Aurora,2022-12-04,12,4,2022
C_CND_020684,Luis,Male,546500,"C & M Motors Inc",Chrysler,300M,"Double  Overhead Camshaft",Auto,"Pale White",22500,60504-7114,SUV,7082737,Aurora,2023-11-10,11,10,2023
C_CND_010984,Carter,Male,685000,"C & M Motors Inc",Mitsubishi,"Montero Sport","Double  Overhead Camshaft",Auto,"Pale White",53000,60504-7114,Hatchback,7090481,Aurora,2023-01-23,1,23,2023
C_CND_002522,Alison,Male,1175000,"C & M Motors Inc",Mercury,Cougar,"Overhead Camshaft",Manual,"Pale White",28501,60504-7114,Hatchback,7092567,Aurora,2022-05-17,5,17,2022
C_CND_003667,Nyla,Male,630000,"C & M Motors Inc",Acura,TL,"Overhead Camshaft",Manual,Black,21000,60504-7114,Hatchback,7095191,Janesville,2022-07-03,7,3,2022
C_CND_006321,Madison,Male,630000,"C & M Motors Inc",Acura,RL,"Overhead Camshaft",Manual,"Pale White",34000,60504-7114,SUV,7095344,Aurora,2022-09-25,9,25,2022
C_CND_012418,Mathis,Female,536000,"C & M Motors Inc",Volvo,S70,"Overhead Camshaft",Manual,Black,22000,60504-7114,SUV,7115806,Aurora,2023-04-01,4,1,2023
C_CND_023107,Sebastian,Female,945000,"C & M Motors Inc",Mercedes-B,C-Class,"Double  Overhead Camshaft",Auto,Black,14000,60504-7114,Hatchback,7118501,Aurora,2023-12-17,12,17,2023
C_CND_021563,Rihanna,Male,550000,"C & M Motors Inc",Infiniti,I30,"Overhead Camshaft",Manual,"Pale White",22000,60504-7114,Hardtop,7119062,Aurora,2023-11-24,11,24,2023
C_CND_000441,Dylan,Female,985000,"C & M Motors Inc",Volvo,C70,"Overhead Camshaft",Manual,Black,36000,60504-7114,Hatchback,7126712,Scottsdale,2022-02-09,2,9,2022
C_CND_008030,Maryam,Male,600000,"C & M Motors Inc",Ford,Windstar,"Double  Overhead Camshaft",Auto,Red,31000,60504-7114,Sedan,7129572,Aurora,2022-11-13,11,13,2022
C_CND_020293,Amina,Male,650000,"C & M Motors Inc",Mercedes-B,S-Class,"Double  Overhead Camshaft",Auto,"Pale White",10001,60504-7114,SUV,7132815,Aurora,2023-11-04,11,4,2023
C_CND_018410,Yusuf,Male,701000,"C & M Motors Inc",Chrysler,Concorde,"Overhead Camshaft",Manual,Black,18000,60504-7114,SUV,7133350,Middletown,2023-09-17,9,17,2023
C_CND_000526,Luna,Male,910000,"C & M Motors Inc",Dodge,Durango,"Overhead Camshaft",Manual,Black,22000,60504-7114,SUV,7135308,Aurora,2022-02-16,2,16,2022
C_CND_017535,Rafael,Male,702000,"C & M Motors Inc",Volkswagen,Cabrio,"Overhead Camshaft",Manual,"Pale White",25001,60504-7114,Sedan,7137222,Scottsdale,2023-09-02,9,2,2023
C_CND_006439,Nylah,Male,1000000,"C & M Motors Inc",Lincoln,"Town car","Overhead Camshaft",Manual,Black,17000,60504-7114,Hatchback,7143451,Aurora,2022-09-26,9,26,2022
C_CND_017002,Ada,Male,570000,"C & M Motors Inc",Dodge,"Ram Pickup","Overhead Camshaft",Manual,Black,19000,60504-7114,SUV,7145089,Aurora,2023-08-23,8,23,2023
C_CND_012659,Benjamin,Female,13500,"C & M Motors Inc",Chevrolet,Malibu,"Overhead Camshaft",Manual,"Pale White",57000,60504-7114,Hardtop,7156805,Aurora,2023-04-09,4,9,2023
C_CND_018075,Elijah,Male,855000,"C & M Motors Inc",BMW,328i,"Double  Overhead Camshaft",Auto,Black,18000,60504-7114,Sedan,7157907,Aurora,2023-09-10,9,10,2023
C_CND_011848,Brucha,Male,2016000,"C & M Motors Inc",Mitsubishi,3000GT,"Double  Overhead Camshaft",Auto,Red,19600,60504-7114,Sedan,7165064,Aurora,2023-03-11,3,11,2023
C_CND_006728,Zahra,Female,13500,"C & M Motors Inc",Jaguar,S-Type,"Overhead Camshaft",Manual,"Pale White",21000,60504-7114,Passenger,7168013,Aurora,2022-10-05,10,5,2022
C_CND_000060,Hudson,Male,1800000,"C & M Motors Inc",Mercedes-B,SLK,"Overhead Camshaft",Manual,"Pale White",17000,60504-7114,Passenger,7177888,Aurora,2022-01-04,1,4,2022
C_CND_021922,Uriel,Male,405000,"C & M Motors Inc",Chevrolet,Prizm,"Double  Overhead Camshaft",Auto,Black,16000,60504-7114,Hardtop,7189240,Aurora,2023-11-28,11,28,2023
C_CND_003537,Griffin,Male,635000,"C & M Motors Inc",Volvo,S70,"Double  Overhead Camshaft",Auto,"Pale White",32000,60504-7114,Hardtop,7192119,Aurora,2022-06-28,6,28,2022
C_CND_009839,Skylar,Male,13500,"C & M Motors Inc",Lexus,GS400,"Double  Overhead Camshaft",Auto,Black,12000,60504-7114,Hatchback,7193605,Aurora,2022-12-14,12,14,2022
